Borough,ID,Survey Date,Survey Year,On-Carriageway (if 1) or Off-Carriageway (if 0),Segregated Lane/Track,Stepped Lane/Track,Partially Segregated Lane/Track,Shared Lane or Footway,Mandatory Cycle Lane,Advisory Cycle Lane,Cycle Lane/Track Priority,Contraflow Lane/Track,Bi-directional,Cycle Bypass,Continuous Cycle Facilities at Bus Stop,Park Route,Waterside Route,Part-time (if 1) or Full-time (if 0),Total Tracks or Lanes,Access Times,Colour
CityofLondon, RWG066852,27/09/2017,2017,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1, None, NONE
Croydon, RWG219507,29/12/2017,2017,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1, None, NONE
Southwark, RWG107551,22/08/2017,2017,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1, None, NONE
Greenwich, RWG185362,08/11/2017,2017,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Enfield, RWG149646,27/09/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1, mon-sat 7am-7pm , NONE
Enfield, RWG187365,27/09/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1, Mon-Sat 7am-7pm , NONE
Greenwich, RWG185449,16/11/2017,2017,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Southwark, RWG107550,22/08/2017,2017,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1, None, NONE
Southwark, RWG107723,02/11/2017,2017,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Southwark, RWG153888,18/01/2018,2018,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1, None, NONE
Enfield, RWG150050,27/09/2017,2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1, None, RED
Southwark, RWG082089,27/07/2017,2017,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1, None, NONE
Southwark, RWG107624,24/08/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, GREEN
Barking&Dagenham, RWG154854,15/10/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Croydon, RWG218514,06/12/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Barking&Dagenham, RWG154853,15/10/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Southwark, RWG082694,05/10/2017,2017,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1, None, GREEN
Southwark, RWG244051,23/02/2018,2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1, None, NONE
Redbridge, RWG155850,02/11/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, GREEN
Islington, RWG030330,11/07/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Greenwich, RWG276730,14/03/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Greenwich, RWG186074,16/11/2017,2017,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1, None, GREEN
Southwark, RWG082263,28/07/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, GREEN
Croydon, RWG204709,30/11/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Greenwich, RWG198119,17/11/2017,2017,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1, None, GREEN
Southwark, RWG108071,31/10/2017,2017,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1, None, BLUE
Greenwich, RWG276731,14/03/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Croydon, RWG219473,27/12/2017,2017,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1, None, NONE
Hackney, RWG025616,09/07/2017,2017,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1, None, GREEN
Greenwich, RWG185236,02/11/2017,2017,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Greenwich, RWG276729,14/03/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Haringey, RWG279571,23/02/2018,2018,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1, None, GREEN
Greenwich, RWG276728,14/03/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Enfield, RWG150095,28/09/2017,2017,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1, None, RED
Haringey, RWG279059,22/02/2018,2018,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Southwark, RWG153870,17/01/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Enfield, RWG149151,19/09/2017,2017,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1, None, NONE
CityofLondon, RWG152337,22/12/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Enfield, RWG149231,21/09/2017,2017,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1, None, NONE
Greenwich, RWG186145,23/01/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, BUFF/YELLOW
Haringey, RWG280000,22/02/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
CityofLondon, RWG152336,22/12/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Enfield, RWG150049,27/09/2017,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1, None, RED
Croydon, RWG219471,27/12/2017,2017,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1, None, NONE
Greenwich, RWG198120,17/11/2017,2017,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1, None, GREEN
Haringey, RWG279541,22/02/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Haringey, RWG279060,22/02/2018,2018,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1, None, NONE
Croydon, RWG219472,27/12/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Hackney, RWG042217,24/08/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1, None, RED
Southwark, RWG207153,02/02/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
CityofLondon, RWG152747,04/09/2017,2017,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Croydon, RWG219475,27/12/2017,2017,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1, None, NONE
Enfield, RWG150048,27/09/2017,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1, None, RED
Islington, RWG151053,23/11/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Southwark, RWG082262,28/07/2017,2017,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1, None, NONE
Islington, RWG030327,11/07/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Southwark, RWG107826,15/08/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Southwark, RWG108072,31/10/2017,2017,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1, None, BLUE
Hackney, RWG030409,16/08/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1, Mon-Sun 7am-7pm, NONE
Croydon, RWG219671,05/02/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Croydon, RWG218515,06/12/2017,2017,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1, None, GREEN
Southwark, RWG135913,04/12/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Croydon, RWG219049,16/12/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Hackney, RWG042210,24/08/2017,2017,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1, None, GREEN
Croydon, RWG219509,29/12/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Enfield, RWG149230,21/09/2017,2017,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1, None, NONE
Southwark, RWG108073,31/10/2017,2017,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1, None, BLUE
Islington, RWG066403,30/06/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Enfield, RWG150045,27/09/2017,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1, None, RED
Bromley, RWG198582,24/11/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Croydon, RWG218517,06/12/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Barking&Dagenham, RWG154851,15/10/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Greenwich, RWG185573,23/01/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Haringey, RWG279542,22/02/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Enfield, RWG150067,27/09/2017,2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1, None, NONE
Southwark, RWG082274,29/07/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, GREEN
Enfield, RWG150069,27/09/2017,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1, None, NONE
CityofLondon, RWG152746,04/09/2017,2017,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Redbridge, RWG155815,02/11/2017,2017,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1, None, GREEN
Southwark, RWG153884,17/01/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Redbridge, RWG155849,02/11/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Enfield, RWG150044,27/09/2017,2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1, None, RED
Haringey, RWG279640,05/03/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Greenwich, RWG185574,23/01/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Croydon, RWG219193,19/12/2017,2017,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1, None, NONE
Enfield, RWG149651,27/09/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1, mon-fri  7-10am , NONE
Greenwich, RWG185217,01/11/2017,2017,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Croydon, RWG219478,28/12/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Southwark, RWG135754,01/12/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Southwark, RWG135765,04/12/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Enfield, RWG149893,21/09/2017,2017,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1, None, NONE
Bromley, RWG204873,27/11/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Hackney, RWG030408,16/08/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1, Mon-Fri 7am-7pm, RED
Southwark, RWG081975,25/07/2017,2017,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1, mon-sat 7am-10am 4-7pm, GREEN
Croydon, RWG219506,29/12/2017,2017,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1, None, NONE
Southwark, RWG108074,31/10/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, BLUE
Southwark, RWG153883,17/01/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Southwark, RWG082273,29/07/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, GREEN
Greenwich, RWG185256,02/11/2017,2017,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Enfield, RWG149867,21/09/2017,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1, None, RED
Croydon, RWG219486,28/12/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Southwark, RWG081933,24/07/2017,2017,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1, None, GREEN
Haringey, RWG279654,05/03/2018,2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1, None, NONE
Enfield, RWG187368,27/09/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Croydon, RWG205086,30/11/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Redbridge, RWG155848,02/11/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, GREEN
Southwark, RWG135914,04/12/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Haringey, RWG279188,05/03/2018,2018,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1, None, NONE
Enfield, RWG149441,27/09/2017,2017,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1, None, NONE
Enfield, RWG150271,26/09/2017,2017,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1, None, RED
Enfield, RWG149868,21/09/2017,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1, None, RED
Croydon, RWG219050,16/12/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Enfield, RWG150272,26/09/2017,2017,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1, None, RED
Enfield, RWG149693,21/09/2017,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1, None, NONE
Croydon, RWG219650,05/02/2018,2018,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1, None, NONE
CityofLondon, RWG152199,20/12/2017,2017,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1, None, NONE
Southwark, RWG153885,17/01/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Enfield, RWG150264,26/09/2017,2017,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1, None, RED
Enfield, RWG150263,26/09/2017,2017,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1, None, RED
Enfield, RWG150259,26/09/2017,2017,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1, None, RED
Enfield, RWG149455,27/09/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Southwark, RWG135919,04/12/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Hackney, RWG151044,23/11/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
CityofLondon, RWG108343,01/11/2017,2017,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1, None, NONE
Enfield, RWG150086,27/09/2017,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1, None, NONE
CityofLondon, RWG066649,05/09/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Enfield, RWG187362,26/09/2017,2017,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1, None, RED
Enfield, RWG150269,26/09/2017,2017,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1, None, RED
Enfield, RWG149459,27/09/2017,2017,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1, None, NONE
Southwark, RWG150720,13/12/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1, mon-sat 7am-7pm , NONE
Croydon, RWG219651,05/02/2018,2018,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Haringey, RWG280161,26/02/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Greenwich, RWG291004,17/11/2017,2017,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1, Mon-Sat 7am-7pm , GREEN
Croydon, RWG218682,12/12/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Enfield, RWG150262,26/09/2017,2017,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1, None, RED
Enfield, RWG150261,26/09/2017,2017,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1, None, RED
Haringey, RWG279543,22/02/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Croydon, RWG204708,30/11/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Enfield, RWG149229,21/09/2017,2017,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1, None, NONE
Southwark, RWG135714,01/12/2017,2017,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1, None, NONE
Croydon, RWG219508,29/12/2017,2017,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1, None, NONE
Islington, RWG003407,05/06/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1, Mon-fri 4-7pm, RED
Haringey, RWG279761,26/03/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Southwark, RWG153882,17/01/2018,2018,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1, None, NONE
Haringey, RWG279652,05/03/2018,2018,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1, None, NONE
CityofLondon, RWG108346,01/11/2017,2017,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1, None, NONE
Southwark, RWG082275,29/07/2017,2017,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1, None, NONE
Greenwich, RWG186020,14/11/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Redbridge, RWG155847,02/11/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Hackney, RWG030391,15/08/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1, Mon-Sat 7-10am 4--7pm Sun 1-7pm, NONE
Haringey, RWG279651,05/03/2018,2018,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1, None, NONE
Croydon, RWG219280,20/12/2017,2017,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1, None, NONE
Croydon, RWG219479,28/12/2017,2017,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1, None, NONE
Enfield, RWG149647,27/09/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1, mon-sat 7am-7pm , NONE
Croydon, RWG219504,29/12/2017,2017,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1, None, NONE
Enfield, RWG150266,26/09/2017,2017,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1, None, RED
Enfield, RWG150267,26/09/2017,2017,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1, None, RED
Croydon, RWG219505,29/12/2017,2017,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1, None, NONE
Barking&Dagenham, RWG154912,16/10/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Redbridge, RWG155846,02/11/2017,2017,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1, None, GREEN
Southwark, RWG135912,04/12/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Southwark, RWG081971,25/07/2017,2017,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1, None, GREEN
Greenwich, RWG244372,02/11/2017,2017,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Enfield, RWG187366,27/09/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1, mon-sat 7am-7pm , NONE
Islington, RWG066167,29/06/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1, Mon-Sat 7am-7pm, NONE
Croydon, RWG219299,20/12/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Southwark, RWG135915,04/12/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Islington, RWG151052,23/11/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Enfield, RWG187568,23/01/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Southwark, RWG108033,30/10/2017,2017,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1, None, GREEN
CityofLondon, RWG066602,02/09/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1, None, NONE
Southwark, RWG082696,05/10/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Haringey, RWG280024,22/02/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Redbridge, RWG155816,02/11/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Croydon, RWG219606,07/01/2018,2018,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
CityofLondon, RWG066329,30/06/2017,2017,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1, None, NONE
Enfield, RWG150265,26/09/2017,2017,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1, None, RED
Hackney, RWG030407,16/08/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1, Mon-Fri 7am-7pm, NONE
Greenwich, RWG185569,23/01/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, RED
Hackney, RWG030385,15/08/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1, Mon-Sun 7am-7pm, NONE
Enfield, RWG187567,23/01/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Greenwich, RWG185570,23/01/2018,2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1, None, GREEN
Southwark, RWG081992,25/07/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,  Mon-Fri 7-10am 4-7pm, NONE
Islington, RWG066168,29/06/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1, Mon-Sat 7am-7pm, RED
CityofLondon, RWG108342,01/11/2017,2017,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1, None, NONE
Barking&Dagenham, RWG154940,16/10/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Southwark, RWG135946,27/07/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Islington, RWG150990,07/12/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1, MON-SAT 7AM-7PM, RED
Southwark, RWG107747,02/11/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1, mon-sun 7am-7pm , NONE
Islington, RWG066166,29/06/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1, Mon-Fri 7am-7pm, NONE
Greenwich, RWG185571,23/01/2018,2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1, None, GREEN
Barking&Dagenham, RWG154914,16/10/2017,2017,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1, None, NONE
CityofLondon, RWG066604,02/09/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
CityofLondon, RWG066409,30/06/2017,2017,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1, None, NONE
Enfield, RWG187323,21/09/2017,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1, None, NONE
Hackney, RWG151587,13/06/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1, None, NONE
Southwark, RWG153839,15/01/2018,2018,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1, None, NONE
Haringey, RWG280159,26/02/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Croydon, RWG219010,15/12/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Haringey, RWG279642,05/03/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Redbridge, RWG155845,02/11/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Croydon, RWG219286,20/12/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Enfield, RWG149866,21/09/2017,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1, None, RED
Croydon, RWG291785,09/04/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Islington, RWG066392,30/06/2017,2017,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1, None, GREEN
Hackney, RWG030429,17/08/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1, Mon-Sun 7am-7pm, NONE
Hackney, RWG030386,15/08/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1, Mon-Sun 7am-7pm, NONE
Haringey, RWG993138,04/06/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Haringey, RWG993141,04/06/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
CityofLondon, RWG066734,06/09/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, GREEN
Enfield, RWG149858,20/09/2017,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1, None, RED
Southwark, RWG107439,15/08/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Enfield, RWG187333,21/09/2017,2017,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1, None, NONE
Southwark, RWG135916,04/12/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Enfield, RWG149228,21/09/2017,2017,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1, None, NONE
Redbridge, RWG155844,02/11/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, GREEN
Islington, RWG066239,29/06/2017,2017,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1, None, NONE
Islington, RWG066235,29/06/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1, Mon-Sat 7am-7pm, RED
CityofLondon, RWG066405,30/06/2017,2017,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1, None, NONE
Haringey, RWG993140,04/06/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Haringey, RWG993139,04/06/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Southwark, RWG153840,15/01/2018,2018,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1, None, NONE
Islington, RWG003408,05/06/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1, mon-sat 7am -7pm , RED
Southwark, RWG135920,04/12/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Hackney, RWG008860,12/06/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1, mon-fri 7-10am , RED
Croydon, RWG219885,08/02/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, Dawn til dusk., NONE
